CRN,Course,*Campus,Days,Date,Time,Location,Hrs,Type,Title,Instructor,Seats,Limit,Enroll,Waitlist,Course Fees,Catalog
"10736","PHYS 5095-12","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Harald E. Edens","10","10","0","0","N/A","Bookstore Link",
"10737","PHYS 5095-13","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Paul Demorest","10","10","0","0","N/A","Bookstore Link",
"10738","PHYS 5095-14","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Ryan P. Norris","10","10","0","0","N/A","Bookstore Link",
"10740","PHYS 5095-15","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Caitano L. DA Silva","10","10","0","0","N/A","Bookstore Link",
"10741","PHYS 5095-16","M",,"06/05/2023-07/28/2023",,,"1","CLAS","Dissertation","Carlos S. Lopez Carrillo","10","10","0","0","N/A","Bookstore Link",
"10053","ST 590-02D","DE",,"06/05/2023-07/28/2023",,"WEB-V","1","CLAS","Independent Study","Mark C. Samuels","5","5","0","0","$20","Bookstore Link",
"10054","ST 590-03D","DE",,"06/05/2023-07/28/2023",,"WEB-V","1","CLAS","Independent Study","William Chavez","2","2","0","0","$20","Bookstore Link",
"10090","ST 590-04D","DE",,"06/05/2023-07/28/2023",,"WEB-V","1","CLAS","Independent Study","Taffeta M. Elliott","5","5","0","0","$20","Bookstore Link",
"10091","ST 590-05D","DE",,"06/05/2023-07/28/2023",,"WEB-V","1","CLAS","Independent Study","Linda C. DeVeaux","5","5","0","0","$20","Bookstore Link",
"10092","ST 590-06D","DE",,"06/05/2023-07/28/2023",,"WEB-V","1","CLAS","Independent Study","Todd Wolford","4","5","1","0","$20","Bookstore Link",
"10093","ST 590-07D","DE",,"06/05/2023-07/28/2023",,"WEB-V","1","CLAS","Independent Study","Raul Morales Juberias","5","5","0","0","$20","Bookstore Link",
