CRN,Course,*Campus,Days,Date,Time,Location,Hrs,Type,Title,Instructor,Seats,Limit,Enroll,Waitlist,Course Fees,Catalog
"31718","MTLS 420-01","M","T R","01/16/2023-05/09/2023","1230-1345","CRAMER 120","3","CLAS","Biomedical Materials","Nikolai Kalugin","15","20","5","0","$30","Bookstore Link",
"30652","MTLS 420-01D","DE","T R","01/16/2023-05/09/2023","1230-1345","WEB-V","3","CLAS","BioMaterials","Nikolai Kalugin","19","20","1","0","$30","Bookstore Link",
"31637","MTLS 446-01","M","M W F","01/16/2023-05/09/2023","1000-1050","WEIR 132","3","CLAS","Computer Sim. in Mate Science","John McCoy","12","20","8","0","$30","Bookstore Link",
"31719","MTLS 446-01D","DE","M W F","01/16/2023-05/09/2023","1000-1050","WEIR 132","3","CLAS","Computer Sim. in Mate Science","John McCoy","20","20","0","0","$30","Bookstore Link",
"30650","MTLS 482-01","M","M W","01/16/2023-05/09/2023","0900-0950","JONESA 106","2","CLAS","Engineering Design II","Thomas D. Burleigh","13","20","7","0","N/A","Bookstore Link",
"31389","MTLS 482L-01","M","F","01/16/2023-05/09/2023","0900-0950","JONESA 106","1","CLAS","Engineering Design II Lab","Thomas D. Burleigh","13","20","7","0","$100","Bookstore Link",
"31370","MTLS 491-01","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Study/Senior Thesis","Deep Choudhuri","5","5","0","0","N/A","Bookstore Link",
"31798","MTLS 491-02","M",,"01/17/2023-05/09/2023",,,"3","CLAS","Directed Study/Senior Thesis","Paul Fuierer","4","5","1","0","N/A","Bookstore Link",
"30701","MTLS 500-01","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Research","Thomas D. Burleigh","8","10","2","0","N/A","Bookstore Link",
"30702","MTLS 500-02","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Research","Deep Choudhuri","8","10","2","0","N/A","Bookstore Link",
"30703","MTLS 500-03","M",,"01/16/2023-05/09/2023","0800-0850",,"1","CLAS","Directed Research","Pabitra Choudhury","10","10","0","0","N/A","Bookstore Link",
"30704","MTLS 500-04","M",,"01/16/2023-05/09/2023","0800-0850",,"1","CLAS","Directed Research","Sanchari Chowdhury","10","10","0","0","N/A","Bookstore Link",
"30705","MTLS 500-05","M",,"01/16/2023-05/09/2023","0800-0850",,"1","CLAS","Directed Research","Paul Fuierer","5","10","5","0","N/A","Bookstore Link",
"30657","MTLS 500-06","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Research","Chelsey Z. Hargather","9","10","1","0","N/A","Bookstore Link",
"30706","MTLS 500-07","M",,"01/16/2023-05/09/2023","0800-0850",,"1","CLAS","Directed Research","Nikolai Kalugin","10","10","0","0","N/A","Bookstore Link",
"30707","MTLS 500-08","M",,"01/16/2023-05/09/2023","0800-0850",,"1","CLAS","Directed Research","Corey A. Leclerc","9","10","1","0","N/A","Bookstore Link",
"30708","MTLS 500-09","M",,"01/16/2023-05/09/2023","0800-0850",,"1","CLAS","Directed Research","Youngmin Lee","10","10","0","0","N/A","Bookstore Link",
"30716","MTLS 500-10","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Research","John McCoy","9","10","1","0","N/A","Bookstore Link",
"30717","MTLS 500-11","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Research","Michaelann S. Tartis","10","10","0","0","N/A","Bookstore Link",
"31392","MTLS 500-13","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Research","Bhaskar Majumdar","8","10","2","0","N/A","Bookstore Link",
"31720","MTLS 520-01","M","T R","01/16/2023-05/09/2023","1230-1345","CRAMER 120","3","CLAS","Biomedical Materials","Nikolai Kalugin","18","20","2","0","N/A","Bookstore Link",
"30653","MTLS 520-01D","DE","T R","01/16/2023-05/09/2023","1230-1345","WEB-V","3","CLAS","Biomedical Materials","Nikolai Kalugin","19","20","1","0","$30","Bookstore Link",
"31729","MTLS 550-01","M","T R","01/16/2023-05/09/2023","0930-1045","JONES 227","3","CLAS","Microstructure & Prop of Steel","Bhaskar Majumdar","15","20","5","0","$20","Bookstore Link",
"31730","MTLS 550-01D","DE","T R","01/16/2023-05/09/2023","0930-1045","WEB-V","3","CLAS","Microstructure & Prop of Steel","Bhaskar Majumdar","18","20","2","0","$20","Bookstore Link",
"31715","MTLS 560-01","M","T R","01/16/2023-05/09/2023","1100-1215","CRAMER 101","3","CLAS","Failure Analysis","Thomas D. Burleigh","1","20","19","0","N/A","Bookstore Link",
"31723","MTLS 560-01D","DE","T R","01/16/2023-05/09/2023","1100-1215","WEB-V","3","CLAS","Failure Analysis","Thomas D. Burleigh","17","20","3","0","N/A","Bookstore Link",
"30718","MTLS 591-01","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Thomas D. Burleigh","10","10","0","0","N/A","Bookstore Link",
"30655","MTLS 591-02","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Deep Choudhuri","10","10","0","0","N/A","Bookstore Link",
"30719","MTLS 591-03","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Pabitra Choudhury","9","10","1","0","N/A","Bookstore Link",
"30656","MTLS 591-04","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Sanchari Chowdhury","10","10","0","0","N/A","Bookstore Link",
"30720","MTLS 591-05","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Paul Fuierer","10","10","0","0","N/A","Bookstore Link",
"30658","MTLS 591-06","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Chelsey Z. Hargather","8","10","2","0","N/A","Bookstore Link",
"30721","MTLS 591-07","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Nikolai Kalugin","8","10","2","0","N/A","Bookstore Link",
"30723","MTLS 591-09","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Youngmin Lee","9","10","1","0","N/A","Bookstore Link",
"30724","MTLS 591-10","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Michaelann S. Tartis","9","10","1","0","N/A","Bookstore Link",
"30725","MTLS 591-11","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","John McCoy","9","10","1","0","N/A","Bookstore Link",
"31393","MTLS 591-15","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Bhaskar Majumdar","9","10","1","0","N/A","Bookstore Link",
"31722","MTLS 592-01","M","W","01/16/2023-05/09/2023","1200-1250","WEIR 102","1","CLAS","Graduate Seminar","Paul Fuierer","8","25","17","0","N/A","Bookstore Link",
"31347","MTLS 592-01D","DE","W","01/16/2023-05/09/2023","1200-1250","WEB-V","1","CLAS","Graduate Seminar","Paul Fuierer","18","25","7","0","N/A","Bookstore Link",
"30726","MTLS 595-01","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Thomas D. Burleigh","10","10","0","0","N/A","Bookstore Link",
"30727","MTLS 595-02","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Deep Choudhuri","10","10","0","0","N/A","Bookstore Link",
"30728","MTLS 595-03","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Pabitra Choudhury","10","10","0","0","N/A","Bookstore Link",
"30729","MTLS 595-04","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Sanchari Chowdhury","10","10","0","0","N/A","Bookstore Link",
"30730","MTLS 595-05","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Paul Fuierer","10","10","0","0","N/A","Bookstore Link",
"30731","MTLS 595-06","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Chelsey Z. Hargather","10","10","0","0","N/A","Bookstore Link",
"30732","MTLS 595-07","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Nikolai Kalugin","10","10","0","0","N/A","Bookstore Link",
"30733","MTLS 595-08","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Corey A. Leclerc","10","10","0","0","N/A","Bookstore Link",
"30734","MTLS 595-09","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Youngmin Lee","10","10","0","0","N/A","Bookstore Link",
"30735","MTLS 595-10","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","John McCoy","9","10","1","0","N/A","Bookstore Link",
"30736","MTLS 595-11","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Michaelann S. Tartis","10","10","0","0","N/A","Bookstore Link",
"30846","MTLS 595-12","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Donglee Shin","10","10","0","0","N/A","Bookstore Link",
"31394","MTLS 595-13","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Bhaskar Majumdar","10","10","0","0","N/A","Bookstore Link",
"30847","MATH 1220-01","M","MTWRF","01/16/2023-05/09/2023","1100-1150","WORKC 109","3","CLAS","College Algebra","Sharmin Sultana","10","30","20","0","$30","Bookstore Link",
,,,,,,,,,,"Rakhim Aitbayev",,,,,,,
"30849","MATH 1230-01","M","T R","01/16/2023-05/09/2023","1530-1645","WEIR 132","3","CLAS","Trigonometry","Abdul Awal","0","25","25","0","$30","Bookstore Link",
,,,,,,,,,,"Iain Crump",,,,,,,
"31017","MATH 1230-02","M","M W F","01/16/2023-05/09/2023","1300-1350","WEIR 102","3","CLAS","Trigonometry","Iain Crump","15","50","35","0","$30","Bookstore Link",
"30850","MATH 1230L-01","M","M W","01/16/2023-05/09/2023","1500-1615","LOPEZ 106","0","CLAS","Trigonometry Lab","Kakoli Khatun","0","25","25","0","N/A","Bookstore Link",
,,,,,,,,,,"Iain Crump",,,,,,,
"30851","MATH 1230L-02","M","M W","01/16/2023-05/09/2023","1700-1815","WEIR 202","0","CLAS","Trigonometry Lab","Md Maidul Husain","0","25","25","0","N/A","Bookstore Link",
,,,,,,,,,,"Iain Crump",,,,,,,
"30852","MATH 1230L-03","M","M W","01/16/2023-05/09/2023","1830-1945","WEIR 202","0","CLAS","Trigonometry Lab","Zhantao Li","15","25","10","0","N/A","Bookstore Link",
,,,,,,,,,,"Iain Crump",,,,,,,
"30853","MATH 1240-01","M","M W F","01/16/2023-05/09/2023","0900-0950","CRAMER 239","3","CLAS","Pre-Calculus","Md. Zakaria Hossain","2","25","23","0","$30","Bookstore Link",
,,,,,,,,,,"Iain Crump",,,,,,,
"30854","MATH 1240-02","M","M W F","01/16/2023-05/09/2023","1100-1150","WEIR 203","3","CLAS","Pre-Calculus","Iain Crump","33","50","17","0","$30","Bookstore Link",
"31125","MATH 1240-03","M","M W F","01/16/2023-05/09/2023","1300-1350","WEIR 202","3","CLAS","Pre-Calculus","Md Ismail Hossain","11","25","14","0","$30","Bookstore Link",
,,,,,,,,,,"Iain Crump",,,,,,,
"30855","MATH 1240L-01","M","M W","01/16/2023-05/09/2023","1730-1845","WEIR 132","0","CLAS","Pre-Calculus Lab","Yesar Ahmed Oshan","5","25","20","0","N/A","Bookstore Link",
,,,,,,,,,,"Iain Crump",,,,,,,
"30856","MATH 1240L-02","M","T R","01/16/2023-05/09/2023","1700-1815","SPEARE 116","0","CLAS","Pre-Calculus lab","Yesar Ahmed Oshan","15","25","10","0","N/A","Bookstore Link",
,,,,,,,,,,"Iain Crump",,,,,,,
"30857","MATH 1240L-03","M","T R","01/16/2023-05/09/2023","1400-1515","SPEARE 116","0","CLAS","Pre-Calculus Lab","Abdul Awal","0","25","25","0","N/A","Bookstore Link",
,,,,,,,,,,"Iain Crump",,,,,,,
"31599","MATH 1430-01","M","M W F","01/16/2023-05/09/2023","1000-1050",,"3","CLAS","Application to Calculus 1","William Stone","18","20","2","0","$30","Bookstore Link",
"30858","MATH 1510-01","M","M W F","01/16/2023-05/09/2023","0900-0950","CRAMER 101","4","CLAS","Calculus I","Iain Crump","19","60","41","0","$30","Bookstore Link",
"30859","MATH 1510-02","M","M W F","01/16/2023-05/09/2023","1000-1050","CRAMER 101","4","CLAS","Calculus I","Todd Wolford","6","60","54","0","$30","Bookstore Link",
"30862","MATH 1510L-03","M","M W","01/16/2023-05/09/2023","1600-1715","WEIR 132","0","CLAS","Calculus I Lab","Mohammad Shihab Uddin","0","25","25","0","N/A","Bookstore Link",
,,,,,,,,,,"Todd Wolford",,,,,,,
"30863","MATH 1510L-04","M","T R","01/16/2023-05/09/2023","1230-1345","SPEARE 4","0","CLAS","Calculus I Lab","Sharmin Sultana","0","27","27","0","N/A","Bookstore Link",
,,,,,,,,,,"Todd Wolford",,,,,,,
"30864","MATH 1510L-05","M","M W","01/16/2023-05/09/2023","1830-1945","WEIR 203","0","CLAS","Calculus I Lab","Mohammad Shihab Uddin","9","27","18","0","N/A","Bookstore Link",
,,,,,,,,,,"Todd Wolford",,,,,,,
"31606","MATH 1510L-06","M","T R","01/16/2023-05/09/2023","1530-1645","SPEARE 4","0","CLAS","Calculus I Lab","Zhantao Li","0","25","25","0","N/A","Bookstore Link",
,,,,,,,,,,"Todd Wolford",,,,,,,
"30865","MATH 1520-01","M","M W F","01/16/2023-05/09/2023","1100-1205","CRAMER 107","4","CLAS","Calculus II","Todd Wolford","0","51","51","0","$30","Bookstore Link",
"30866","MATH 1520-02","M","M W F","01/16/2023-05/09/2023","1245-1350","CRAMER 101","4","CLAS","Calculus II","Lynda L. Ballou","8","50","42","0","$30","Bookstore Link",
"30867","MATH 1520-03","M","M W F","01/16/2023-05/09/2023","1500-1605","CRAMER 101","4","CLAS","Calculus II","Todd Wolford","4","50","46","0","$30","Bookstore Link",
"31828","MATH 1520A-03","M","M WR","03/20/2023-05/09/2023","1700-1805","CRAMER 101","4","CLAS","Calc II Extended (part 1)","Lynda L. Ballou","19","25","6","0","N/A","Bookstore Link",
"31759","MATH 1520B-01","M","M W F","01/16/2023-05/09/2023","0800-0850","CRAMER 101","2","CLAS","Calc II Extended (Pt 2-Spr 23)","Jesus Villegas-Villanueva","6","25","19","0","N/A","Bookstore Link",
,,,,,,,,,,"Todd Wolford",,,,,,,
"30872","MATH 2350-01","M","M W F","01/16/2023-05/09/2023","1400-1450","CRAMER 101","3","CLAS","Statistical Methods","Lynda L. Ballou","25","40","15","0","$30","Bookstore Link",
"30873","MATH 2350L-01","M","M","01/16/2023-05/09/2023","1700-1815","SPEARE 4","0","CLAS","Statistical Methods Lab","Sharmin Sultana","8","20","12","0","N/A","Bookstore Link",
,,,,,,,,,,"Lynda L. Ballou",,,,,,,
"31138","MATH 2350L-02","M","T","01/16/2023-05/09/2023","1800-1915","SPEARE 5","0","CLAS","Statistical Methods Lab","Sharmin Sultana","17","20","3","0","N/A","Bookstore Link",
,,,,,,,,,,"Lynda L. Ballou",,,,,,,
"30870","MATH 2420-01","M","T R","01/16/2023-05/09/2023","0930-1045","WEIR 202","3","CLAS","Applied Linear Algebra","Rakhim Aitbayev","22","40","18","0","$30","Bookstore Link",
"30871","MATH 2420L-01","M","T","01/16/2023-05/09/2023","1800-1915","SPEARE 9","0","CLAS","Applied Linear Algebra Lab","Sharmin Sultana","14","20","6","0","N/A","Bookstore Link",
,,,,,,,,,,"Rakhim Aitbayev",,,,,,,
"31611","MATH 2420L-02","M","M","01/16/2023-05/09/2023","1800-1915","SPEARE 23","0","CLAS","Applied Linear Algebra Lab","Ogochukwu N. Ifeacho","9","20","11","0","N/A","Bookstore Link",
,,,,,,,,,,"Rakhim Aitbayev",,,,,,,
"30868","MATH 2532-01","M","M W F","01/16/2023-05/09/2023","1100-1205","SPEARE 117","4","CLAS","Calculus III","Saulo I. Orizaga","26","50","24","0","$30","Bookstore Link",
"30869","MATH 2532-02","M","M W F","01/16/2023-05/09/2023","1245-1350","SPEARE 117","4","CLAS","Calculus III","Gilbert Kerr","20","50","30","0","$30","Bookstore Link",
"30064","MATH 332-01","M","M W F","01/16/2023-05/09/2023","1500-1550","WEIR 203","3","CLAS","Vector Analysis","Gilbert Kerr","25","45","20","0","$30","Bookstore Link",
"30185","MATH 335-01","M","T R","01/16/2023-05/09/2023","0930-1045","WEIR 203","3","CLAS","Ordinary Differential Equation","Bixiang Wang","23","45","22","0","$30","Bookstore Link",
"30878","MATH 335-02","M","T R","01/16/2023-05/09/2023","1100-1215","WEIR 102","3","CLAS","Ordinary Differential Equation","Mingji Zhang","0","48","48","0","$30","Bookstore Link",
"30065","MATH 335L-01","M","W","01/16/2023-05/09/2023","1600-1715","SPEARE 23","1","CLAS","ODE Computer Lab","Ogochukwu N. Ifeacho","25","30","5","0","N/A","Bookstore Link",
,,,,,,,,,,"Mingji Zhang",,,,,,,
"30879","MATH 336-01","M","T R","01/16/2023-05/09/2023","1230-1345","WEIR 202","3","CLAS","Intro to PDEs","Bixiang Wang","25","40","15","0","$30","Bookstore Link",
"30356","MATH 337-01","M","T R","01/16/2023-05/09/2023","1230-1345","WEIR 102","3","CLAS","Engineering Mathematics","Gilberto C. Gonzalez Parra","42","60","18","0","$30","Bookstore Link",
"30165","MATH 352-01","M","T R","01/16/2023-05/09/2023","0930-1045","WORKC 113","3","CLAS","Basic Concepts of Math","Ivan Avramidi","1","45","44","0","$30","Bookstore Link",
"30066","MATH 382-01","M","M W F","01/16/2023-05/09/2023","1100-1150","CRAMER 101","3","CLAS","Probability and Statistics","Lynda L. Ballou","13","60","47","0","$30","Bookstore Link",
"30252","MATH 382L-01","M","M","01/16/2023-05/09/2023","1830-2000","CRAMER 127","1","CLAS","Probability and Statistics Lab","Md Maidul Husain","10","25","15","0","N/A","Bookstore Link",
,,,,,,,,,,"Lynda L. Ballou",,,,,,,
"30880","MATH 382L-02","M","T","01/16/2023-05/09/2023","1830-2000","SPEARE 16","1","CLAS","Probability and Statistics Lab","Md Maidul Husain","14","25","11","0","N/A","Bookstore Link",
,,,,,,,,,,"Lynda L. Ballou",,,,,,,
"30166","MATH 411-01","M","T R","01/16/2023-05/09/2023","1230-1345","WEIR 203","3","CLAS","Numerical Linear Algebra","Rakhim Aitbayev","19","30","11","0","N/A","Bookstore Link",
"30213","MATH 438-01","M","M W F","01/16/2023-05/09/2023","1000-1050","SPEARE 23","3","CLAS","Partial Differential Equations","Saulo I. Orizaga","16","30","14","0","N/A","Bookstore Link",
"30167","MATH 454-01","M","T R","01/16/2023-05/09/2023","0930-1045","WEIR 132","3","CLAS","Linear Algebra","Mingji Zhang","10","30","20","0","N/A","Bookstore Link",
"30749","MATH 486-01","M","T R","01/16/2023-05/09/2023","1100-1215","MSEC 101","3","CLAS","Intro to Stochastic Processes","Oleg Makhnin","17","30","13","0","N/A","Bookstore Link",
"30217","MATH 500-01","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Research","Rakhim Aitbayev","10","10","0","0","N/A","Bookstore Link",
"30230","MATH 500-02","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Research","Ivan Avramidi","8","10","2","0","N/A","Bookstore Link",
"30231","MATH 500-03","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Research","Brian Borchers","10","10","0","0","N/A","Bookstore Link",
"30232","MATH 500-04","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Research","Gilberto C. Gonzalez Parra","7","10","3","0","N/A","Bookstore Link",
"30233","MATH 500-05","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Research","Anwar Hossain","7","10","3","0","N/A","Bookstore Link",
"30234","MATH 500-06","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Research","Gilbert Kerr","10","10","0","0","N/A","Bookstore Link",
"30235","MATH 500-07","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Research","Oleg Makhnin","7","10","3","0","N/A","Bookstore Link",
"30236","MATH 500-08","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Research","William Stone","10","10","0","0","N/A","Bookstore Link",
"30491","MATH 500-09","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Research","Bixiang Wang","9","10","1","0","N/A","Bookstore Link",
"30538","MATH 500-10","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Research","Mingji Zhang","10","10","0","0","N/A","Bookstore Link",
"30874","MATH 500-11","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Directed Research","Saulo I. Orizaga","10","10","0","0","N/A","Bookstore Link",
"30651","MATH 518-01","M","M W F","01/16/2023-05/09/2023","1100-1150","CRAMER 127","3","CLAS","Convex Optimiz Nonlinear Prgmg","Brian Borchers","15","20","5","0","N/A","Bookstore Link",
"31617","MATH 519-01","M","M W F","01/16/2023-05/09/2023","0900-0950","CRAMER 127","3","CLAS","Inverse Problems","Brian Borchers","16","20","4","0","N/A","Bookstore Link",
"30881","MATH 531-01","M","T R","01/16/2023-05/09/2023","1400-1515","JONESA 102","3","CLAS","Differential Delay Equations","Gilberto C. Gonzalez Parra","11","20","9","0","N/A","Bookstore Link",
"31153","MATH 532-01","M","M W","01/16/2023-05/09/2023","1235-1350","WEIR 132","3","CLAS","Perturbation Methods","William Stone","15","20","5","0","N/A","Bookstore Link",
"31618","MATH 536-01","M","T R","01/16/2023-05/09/2023","1230-1345","WORKC 113","3","CLAS","Methods/Mathematical Physics","Ivan Avramidi","16","20","4","0","N/A","Bookstore Link",
"31769","MATH 581-01","M","W","01/16/2023-05/09/2023","1300-1350","WORKC 113","1","CLAS","Seminar in Mathematica Physics","Ivan Avramidi","12","15","3","0","N/A","Bookstore Link",
"31429","MATH 582-01","M","T R","01/16/2023-05/09/2023","1400-1515","WEIR 132","3","CLAS","Linear Stat Models w/ Apps","Oleg Makhnin","14","20","6","0","N/A","Bookstore Link",
"30138","MATH 590-01","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Independent Study","Rakhim Aitbayev","10","10","0","0","N/A","Bookstore Link",
"30139","MATH 590-02","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Independent Study","Ivan Avramidi","10","10","0","0","N/A","Bookstore Link",
"30140","MATH 590-03","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Independent Study","Brian Borchers","10","10","0","0","N/A","Bookstore Link",
"30141","MATH 590-04","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Independent Study","Gilberto C. Gonzalez Parra","9","10","1","0","N/A","Bookstore Link",
"30142","MATH 590-05","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Independent Study","Anwar Hossain","10","10","0","0","N/A","Bookstore Link",
"30205","MATH 590-06","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Independent Study","Gilbert Kerr","10","10","0","0","N/A","Bookstore Link",
"30206","MATH 590-07","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Independent Study","Oleg Makhnin","10","10","0","0","N/A","Bookstore Link",
"30224","MATH 590-08","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Independent Study","William Stone","10","10","0","0","N/A","Bookstore Link",
"30492","MATH 590-09","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Independent Study","Bixiang Wang","10","10","0","0","N/A","Bookstore Link",
"30539","MATH 590-10","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Independent Study","Mingji Zhang","10","10","0","0","N/A","Bookstore Link",
"30875","MATH 590-11","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Independent Study","Saulo I. Orizaga","10","10","0","0","N/A","Bookstore Link",
"30143","MATH 591-01","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Rakhim Aitbayev","10","10","0","0","N/A","Bookstore Link",
"30144","MATH 591-02","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Ivan Avramidi","10","10","0","0","N/A","Bookstore Link",
"30145","MATH 591-03","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Brian Borchers","10","10","0","0","N/A","Bookstore Link",
"30146","MATH 591-04","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Gilberto C. Gonzalez Parra","10","10","0","0","N/A","Bookstore Link",
"30147","MATH 591-05","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Anwar Hossain","9","10","1","0","N/A","Bookstore Link",
"30207","MATH 591-06","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Gilbert Kerr","10","10","0","0","N/A","Bookstore Link",
"30241","MATH 591-07","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Oleg Makhnin","9","10","1","0","N/A","Bookstore Link",
"30242","MATH 591-08","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","William Stone","9","10","1","0","N/A","Bookstore Link",
"30493","MATH 591-09","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Bixiang Wang","10","10","0","0","N/A","Bookstore Link",
"30540","MATH 591-10","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Mingji Zhang","10","10","0","0","N/A","Bookstore Link",
"30876","MATH 591-11","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Thesis","Saulo I. Orizaga","5","5","0","0","N/A","Bookstore Link",
"30195","MATH 595-01","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Rakhim Aitbayev","10","10","0","0","N/A","Bookstore Link",
"30196","MATH 595-02","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Ivan Avramidi","10","10","0","0","N/A","Bookstore Link",
"30197","MATH 595-03","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Brian Borchers","10","10","0","0","N/A","Bookstore Link",
"30198","MATH 595-04","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Gilberto C. Gonzalez Parra","9","10","1","0","N/A","Bookstore Link",
"30199","MATH 595-05","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Anwar Hossain","10","10","0","0","N/A","Bookstore Link",
"30208","MATH 595-06","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Gilbert Kerr","10","10","0","0","N/A","Bookstore Link",
"30209","MATH 595-07","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Oleg Makhnin","10","10","0","0","N/A","Bookstore Link",
"30225","MATH 595-08","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","William Stone","9","10","1","0","N/A","Bookstore Link",
"30490","MATH 595-09","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Bixiang Wang","10","10","0","0","N/A","Bookstore Link",
"30541","MATH 595-10","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Mingji Zhang","10","10","0","0","N/A","Bookstore Link",
"30877","MATH 595-11","M",,"01/16/2023-05/09/2023",,,"1","CLAS","Dissertation","Saulo I. Orizaga","5","5","0","0","N/A","Bookstore Link",
"30552","MENG 210-01","M","T R","01/16/2023-05/09/2023","1100-1215","MSEC 105","2","CLAS","Sophomore Design&Measurements","Andrei N. Zagrai","3","30","27","0","$25","Bookstore Link",
"30553","MENG 210L-01","M","M","01/16/2023-05/09/2023","1200-1430","WEIR 128","1","CLAS","Soph Design & Measure Lab","Andrei N. Zagrai","0","15","15","0","$50","Bookstore Link",
"30554","MENG 210L-02","M","F","01/16/2023-05/09/2023","1200-1430","WEIR 128","1","CLAS","Soph Design & Measure Lab","Andrei N. Zagrai","0","15","15","0","$50","Bookstore Link",
"30281","MENG 302L-01","M","M","01/16/2023-05/09/2023","1500-1730","WORKC 155","1","CLAS","Mechanics of Materials Laborat","Curtis J. OMalley","1","12","11","0","$75","Bookstore Link",
"30277","MENG 302L-02","M","W","01/16/2023-05/09/2023","1400-1630","WORKC 155","1","CLAS","Mechanics of Materials Laborat","Curtis J. OMalley","0","13","13","0","$75","Bookstore Link",
"30513","MENG 302L-03","M","F","01/16/2023-05/09/2023","1500-1730","WORKC 155","1","CLAS","Mechanics of Materials Laborat","Curtis J. OMalley","1","12","11","0","$75","Bookstore Link",
